nohup: ignoring input
start
target_file= ./dataset/data5_1-2.csv
(676, 2)
676 loaded!
Epoch  0, train_loss: 90.2024, train_acc: 0.5709, train_prec:0.2066, train_recall: 0.3500, train_f1: 0.2205, train_auc: 0.0000
Epoch  0, val_loss: 11.2648, val_acc: 0.6429, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch  1, train_loss: 22.2847, train_acc: 0.5545, train_prec:0.2420, train_recall: 0.3367, train_f1: 0.2289, train_auc: 0.0000
Epoch  1, val_loss: 37.5152, val_acc: 0.4000, val_prec:0.3709, val_recall: 0.9881, val_f1: 0.5152, val_auc: 0.0000
Epoch  2, train_loss: 31.7606, train_acc: 0.5618, train_prec:0.2798, train_recall: 0.3552, train_f1: 0.2691, train_auc: 0.0000
Epoch  2, val_loss: 7.3339, val_acc: 0.5714, val_prec:0.1845, val_recall: 0.1037, val_f1: 0.1164, val_auc: 0.0000
Epoch  3, train_loss: 13.9824, train_acc: 0.5945, train_prec:0.2679, train_recall: 0.4109, train_f1: 0.2903, train_auc: 0.0000
Epoch  3, val_loss: 9.1567, val_acc: 0.5857, val_prec:0.4345, val_recall: 0.5003, val_f1: 0.4230, val_auc: 0.0000
Epoch  4, train_loss: 51.3881, train_acc: 0.4873, train_prec:0.3081, train_recall: 0.5364, train_f1: 0.3260, train_auc: 0.0000
Epoch  4, val_loss: 13.6556, val_acc: 0.6214, val_prec:0.3274, val_recall: 0.1435, val_f1: 0.1740, val_auc: 0.0000
Epoch  5, train_loss: 8.9373, train_acc: 0.5582, train_prec:0.3553, train_recall: 0.4070, train_f1: 0.3275, train_auc: 0.0000
Epoch  5, val_loss: 2.7126, val_acc: 0.6500, val_prec:0.4889, val_recall: 0.4961, val_f1: 0.4580, val_auc: 0.0000
Epoch  6, train_loss: 5.7258, train_acc: 0.6036, train_prec:0.3909, train_recall: 0.4156, train_f1: 0.3496, train_auc: 0.0000
Epoch  6, val_loss: 2.1718, val_acc: 0.7071, val_prec:0.6071, val_recall: 0.3306, val_f1: 0.4095, val_auc: 0.0000
Epoch  7, train_loss: 3.5732, train_acc: 0.6018, train_prec:0.4654, train_recall: 0.3861, train_f1: 0.3506, train_auc: 0.0000
Epoch  7, val_loss: 1.6446, val_acc: 0.7500, val_prec:0.7500, val_recall: 0.3866, val_f1: 0.4908, val_auc: 0.0000
Epoch  8, train_loss: 4.8461, train_acc: 0.5982, train_prec:0.4129, train_recall: 0.3721, train_f1: 0.3341, train_auc: 0.0000
Epoch  8, val_loss: 4.4839, val_acc: 0.5571, val_prec:0.4619, val_recall: 0.7170, val_f1: 0.5313, val_auc: 0.0000
Epoch  9, train_loss: 7.8398, train_acc: 0.5836, train_prec:0.2915, train_recall: 0.3290, train_f1: 0.2693, train_auc: 0.0000
Epoch  9, val_loss: 1.6972, val_acc: 0.5643, val_prec:0.4366, val_recall: 0.5718, val_f1: 0.4626, val_auc: 0.0000
Epoch 10, train_loss: 4.2957, train_acc: 0.5782, train_prec:0.3175, train_recall: 0.3156, train_f1: 0.2711, train_auc: 0.0000
Epoch 10, val_loss: 3.1066, val_acc: 0.6500, val_prec:0.5536, val_recall: 0.3818, val_f1: 0.4146, val_auc: 0.0000
Epoch 11, train_loss: 8.2977, train_acc: 0.6200, train_prec:0.4027, train_recall: 0.4258, train_f1: 0.3604, train_auc: 0.0000
Epoch 11, val_loss: 4.0563, val_acc: 0.6143, val_prec:0.4750, val_recall: 0.4896, val_f1: 0.4603, val_auc: 0.0000
Epoch 12, train_loss: 13.5391, train_acc: 0.5582, train_prec:0.3843, train_recall: 0.5562, train_f1: 0.3982, train_auc: 0.0000
Epoch 12, val_loss: 6.7074, val_acc: 0.4357, val_prec:0.3759, val_recall: 0.9379, val_f1: 0.5146, val_auc: 0.0000
Epoch 13, train_loss: 10.1627, train_acc: 0.5600, train_prec:0.2667, train_recall: 0.3976, train_f1: 0.2902, train_auc: 0.0000
Epoch 13, val_loss: 3.1605, val_acc: 0.5071, val_prec:0.4187, val_recall: 0.8063, val_f1: 0.5202, val_auc: 0.0000
Epoch 14, train_loss: 9.7988, train_acc: 0.6036, train_prec:0.3051, train_recall: 0.4061, train_f1: 0.3117, train_auc: 0.0000
Epoch 14, val_loss: 1.1907, val_acc: 0.7000, val_prec:0.5179, val_recall: 0.2514, val_f1: 0.3210, val_auc: 0.0000
Epoch 15, train_loss: 13.2281, train_acc: 0.6164, train_prec:0.1956, train_recall: 0.2426, train_f1: 0.1873, train_auc: 0.0000
Epoch 15, val_loss: 4.5860, val_acc: 0.4500, val_prec:0.3804, val_recall: 0.8088, val_f1: 0.4934, val_auc: 0.0000
Epoch 16, train_loss: 5.6018, train_acc: 0.6055, train_prec:0.2864, train_recall: 0.4030, train_f1: 0.3057, train_auc: 0.0000
Epoch 16, val_loss: 8.2796, val_acc: 0.4143, val_prec:0.3712, val_recall: 0.9577, val_f1: 0.5121, val_auc: 0.0000
Epoch 17, train_loss: 16.4294, train_acc: 0.5564, train_prec:0.2139, train_recall: 0.3312, train_f1: 0.2243, train_auc: 0.0000
Epoch 17, val_loss: 1.9974, val_acc: 0.6714, val_prec:0.2857, val_recall: 0.1412, val_f1: 0.1726, val_auc: 0.0000
Epoch 18, train_loss: 18.2952, train_acc: 0.5655, train_prec:0.2381, train_recall: 0.4083, train_f1: 0.2621, train_auc: 0.0000
Epoch 18, val_loss: 5.8923, val_acc: 0.6357, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch 19, train_loss: 6.3625, train_acc: 0.5636, train_prec:0.2497, train_recall: 0.4455, train_f1: 0.2866, train_auc: 0.0000
Epoch 19, val_loss: 2.2457, val_acc: 0.6786, val_prec:0.5440, val_recall: 0.5218, val_f1: 0.5037, val_auc: 0.0000
Epoch 20, train_loss: 4.3614, train_acc: 0.5491, train_prec:0.3373, train_recall: 0.4053, train_f1: 0.3030, train_auc: 0.0000
Epoch 20, val_loss: 1.3077, val_acc: 0.7000, val_prec:0.5310, val_recall: 0.3776, val_f1: 0.4163, val_auc: 0.0000
Epoch 21, train_loss: 3.1697, train_acc: 0.5618, train_prec:0.3827, train_recall: 0.4246, train_f1: 0.3405, train_auc: 0.0000
Epoch 21, val_loss: 2.7026, val_acc: 0.6857, val_prec:0.4286, val_recall: 0.1726, val_f1: 0.2429, val_auc: 0.0000
Epoch 22, train_loss: 3.5817, train_acc: 0.5509, train_prec:0.3247, train_recall: 0.3635, train_f1: 0.2884, train_auc: 0.0000
Epoch 22, val_loss: 2.1104, val_acc: 0.7071, val_prec:0.5714, val_recall: 0.2287, val_f1: 0.3222, val_auc: 0.0000
Epoch 23, train_loss: 4.6283, train_acc: 0.5309, train_prec:0.3200, train_recall: 0.4804, train_f1: 0.3293, train_auc: 0.0000
Epoch 23, val_loss: 2.1314, val_acc: 0.7000, val_prec:0.5357, val_recall: 0.2704, val_f1: 0.3460, val_auc: 0.0000
Epoch 24, train_loss: 2.6556, train_acc: 0.6364, train_prec:0.4161, train_recall: 0.4225, train_f1: 0.3528, train_auc: 0.0000
