smiles,measured
COC1=C(O)C(=CC(=C1)[C@H]2[C@@H]3C(COC3=O)C(O[C@@H]4O[C@@H]5CO[C@H](OC5[C@H](O)[C@H]4O)C6=CC=CS6)C7=C2C=C8OCOC8=C7)OC,1
CN(C)[C@H]\1[C@@H]2C[C@H]3C(=C(O)\[C@]2(O)C(=O)\C(=C1O)C(N)=O)/C(=O)C4=C(O)C=CC=C4[C@@]3(C)O,1
NC[C@@H]1O[C@@H](CC2=C(O)C(=CC=C12)O)C34CC5CC(CC(C5)C3)C4,1
CN1\C=N/C2=CC=C(NC3=CC(=CC=C3C)NC(=O)C4=CC(=CC=C4)C(C)(C)C#N)C=C2C1=O,1
ClC1=CC=CC(=C1)NC(=O)NC2=NC=C(CCNC3=NC=NC4=C3SC=C4)S2,1
CC1=CC=C(NC2=NC=NC(=C2)C3=CC=CC(=C3)N4C(=O)C5=C(C=CC=C5)C4=O)C=C1N[S+](C)([O-])=O,1
CC1=N[NH]C=C1C2=CC\3=C(S2)C(=O)NC(=N3)\[C@@H]4CC5CCN4CC5,1
CC1(C)CC[C@H](O)[C@]23CO[C@](O)([C@@H](O)[C@H]12)[C@@]45[C@H](O)[C@@H](CCC34)C(=C)C5=O,1
OCC(CO)OCn2cnc1c2N=C(N)NC1=O,1
CC[N]1C(=CC2=C3[N](C)C=NC3=C(NC4=N[N](C)C(=C4)C)N=C12)C(=O)N(C5CC5)C6CC6,1
CN(C)CCCN1C2=C(SC3=C1C=C(C=C3)C(F)(F)F)C=CC=C2,1
CN1CCN(CC1)CC2=CC=C(NC(=O)C3=CC(=C(C)C=C3)C#CC4=CN=C5C=CC=N[N]45)C=C2C(F)(F)F,1
COC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=N[N]3C4CCN(CC4)CC5=CC=CN=C5)C(=N2)N6CCOCC6,1
O=C1C=C(CO1)[C@H]2CC[C@@]9(O)[C@]2(C)[C@H](O)C[C@H]4[C@H]9CC[C@@H]3C[C@H](CC[C@@]34C)O[C@@H]8O[C@H](C)[C@@H](O[C@@H]7O[C@H](C)[C@@H](O[C@@H]6O[C@H](C)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)C6)[C@@H](O)C7)[C@@H](O)C8,1
CN(C[C@@H]1COCCO1)[S+]([O-])(=O)NC2=CC3=C(C=C2)\C=C/C4=C(C=C(C=N4)C5=C[N](C)N=C5)C3=O,1
NC1=NC(=C2N=C[NH]C2=N1)OCC3=CC=CC=C3,1
[O]=[C]1[NH][CH2]C2=C3C(=C4[NH]C5=CC=CC=C5C4=C12)[NH]C6=CC=CC=C36,1
CC1=NC=CC2=C1[NH]C3=C2C=CC=C3,1
CC1=CC=C(Cl)C(=C1Cl)NC2=CC=CC=C2C([O-])=O,1
OC(=O)C[P](O)(O)=O,1
CC[C@@]1(O)C(=O)OC/C2=C1/C=C/3N(CC4=CC5=C(C=CC=C5[N+]([O-])=O)N=C34)C2=O,1
COC1=CC=C(C=C1)[N]2C(=C(C3=C2C=C(O)C=C3)[N+]([O-])=O)C,1
CNCCC1=CC(=C(O)C=C1)O,1
Oc1ccc(cc1)N3C(=O)C(CCCC)C(=O)N3c2ccccc2,1
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)C4CC[C@]3(O)C2)[C@@H]6COC(=O)C6)[C@H](O)[C@H](O)[C@H]1O,1
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1[P](=O)(C2=CC=CC=C2)C3=CC=CC=C3,1
O=C(O)c1ccccc1c2ccc(cc2)Cn3c4cc(cc(C)c4nc3CCC)c6nc5ccccc5n6C,1
