nohup: ignoring input
start
target_file= ./dataset/data4_preprocess.csv
(5345, 2)
5345 loaded!
4276 1069
Epoch  0, train_loss: 90.8330, train_acc: 0.8867, train_prec:0.0207, train_recall: 0.0409, train_f1: 0.0225, train_auc: 0.0000
Epoch  0, val_loss: 71.2225, val_acc: 0.9439, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch  1, train_loss: 39.7060, train_acc: 0.9037, train_prec:0.0186, train_recall: 0.0319, train_f1: 0.0201, train_auc: 0.0000
Epoch  1, val_loss: 44.7069, val_acc: 0.9439, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch  2, train_loss: 26.4316, train_acc: 0.9056, train_prec:0.0288, train_recall: 0.0405, train_f1: 0.0289, train_auc: 0.0000
Epoch  2, val_loss: 35.4355, val_acc: 0.9449, val_prec:0.0093, val_recall: 0.0093, val_f1: 0.0093, val_auc: 0.0000
Epoch  3, train_loss: 33.1150, train_acc: 0.8563, train_prec:0.0177, train_recall: 0.0432, train_f1: 0.0202, train_auc: 0.0000
Epoch  3, val_loss: 22.4411, val_acc: 0.9439, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch  4, train_loss: 15.5184, train_acc: 0.8995, train_prec:0.0123, train_recall: 0.0304, train_f1: 0.0150, train_auc: 0.0000
Epoch  4, val_loss: 3.2849, val_acc: 0.9439, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch  5, train_loss: 10.6507, train_acc: 0.9157, train_prec:0.0300, train_recall: 0.0273, train_f1: 0.0252, train_auc: 0.0000
Epoch  5, val_loss: 10.5014, val_acc: 0.9439, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch  6, train_loss: 12.8855, train_acc: 0.8605, train_prec:0.0202, train_recall: 0.0347, train_f1: 0.0203, train_auc: 0.0000
Epoch  6, val_loss: 9.8618, val_acc: 0.9430, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch  7, train_loss: 18.2600, train_acc: 0.9168, train_prec:0.0055, train_recall: 0.0187, train_f1: 0.0081, train_auc: 0.0000
Epoch  7, val_loss: 8.9171, val_acc: 0.9430, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
