nohup: ignoring input
start
target_file= ./dataset/data5_preprocess.csv
(3200, 2)
3200 loaded!
2560 640
Epoch  0, train_loss: 7.2996, train_acc: 0.8625, train_prec:0.0186, train_recall: 0.0651, train_f1: 0.0272, train_auc: 0.0000
Epoch  0, val_loss: 6.7393, val_acc: 0.9375, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch  1, train_loss: 3.3159, train_acc: 0.8805, train_prec:0.0297, train_recall: 0.0534, train_f1: 0.0355, train_auc: 0.0000
Epoch  1, val_loss: 3.5972, val_acc: 0.9031, val_prec:0.1562, val_recall: 0.1562, val_f1: 0.1510, val_auc: 0.0000
Epoch  2, train_loss: 3.2151, train_acc: 0.8703, train_prec:0.0160, train_recall: 0.0332, train_f1: 0.0194, train_auc: 0.0000
Epoch  2, val_loss: 1.5475, val_acc: 0.9359, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch  3, train_loss: 2.2158, train_acc: 0.8809, train_prec:0.0158, train_recall: 0.0391, train_f1: 0.0199, train_auc: 0.0000
Epoch  3, val_loss: 1.9883, val_acc: 0.9375, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch  4, train_loss: 1.5687, train_acc: 0.8805, train_prec:0.0191, train_recall: 0.0449, train_f1: 0.0237, train_auc: 0.0000
Epoch  4, val_loss: 4.2929, val_acc: 0.9375, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch  5, train_loss: 4.7450, train_acc: 0.8855, train_prec:0.0170, train_recall: 0.0371, train_f1: 0.0219, train_auc: 0.0000
Epoch  5, val_loss: 8.9463, val_acc: 0.8937, val_prec:0.0052, val_recall: 0.0078, val_f1: 0.0063, val_auc: 0.0000
Epoch  6, train_loss: 2.9555, train_acc: 0.8816, train_prec:0.0146, train_recall: 0.0316, train_f1: 0.0180, train_auc: 0.0000
Epoch  6, val_loss: 3.8537, val_acc: 0.9375, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch  7, train_loss: 1.0295, train_acc: 0.8840, train_prec:0.0373, train_recall: 0.0456, train_f1: 0.0377, train_auc: 0.0000
Epoch  7, val_loss: 3.0973, val_acc: 0.9375, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch  8, train_loss: 4.6471, train_acc: 0.8855, train_prec:0.0231, train_recall: 0.0374, train_f1: 0.0257, train_auc: 0.0000
Epoch  8, val_loss: 4.2485, val_acc: 0.9375, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch  9, train_loss: 1.6146, train_acc: 0.8734, train_prec:0.0195, train_recall: 0.0332, train_f1: 0.0207, train_auc: 0.0000
Epoch  9, val_loss: 1.6493, val_acc: 0.9375, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch 10, train_loss: 1.3731, train_acc: 0.9000, train_prec:0.0225, train_recall: 0.0332, train_f1: 0.0255, train_auc: 0.0000
Epoch 10, val_loss: 6.3676, val_acc: 0.9375, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch 11, train_loss: 0.6793, train_acc: 0.9113, train_prec:0.0059, train_recall: 0.0068, train_f1: 0.0059, train_auc: 0.0000
Epoch 11, val_loss: 3.0616, val_acc: 0.9375, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch 12, train_loss: 0.4952, train_acc: 0.9105, train_prec:0.0150, train_recall: 0.0156, train_f1: 0.0146, train_auc: 0.0000
Epoch 12, val_loss: 2.8334, val_acc: 0.9375, val_prec:0.0000, val_recall: 0.0000, val_f1: 0.0000, val_auc: 0.0000
Epoch 13, train_loss: 0.4496, train_acc: 0.9137, train_prec:0.0117, train_recall: 0.0036, train_f1: 0.0055, train_auc: 0.0000
